route_avg_temp,route_avg_wind_speed,route_avg_precip,route_avg_humidity,route_avg_visibility,route_avg_pressure,origin_avg_temp,origin_avg_wind_speed,origin_avg_precip,origin_avg_humidity,origin_avg_visibility,origin_avg_pressure,dest_avg_temp,dest_avg_wind_speed,dest_avg_precip,dest_avg_humidity,dest_avg_visibility,dest_avg_pressure,truck_age,load_capacity_pounds,mileage_mpg,age,experience,average_speed_mph,avg_no_of_vehicles,distance,average_hours,route_description,origin_description,dest_description,accident,fuel_type,gender,driving_style,ratings,is_midnight,delay
65.75,5.0,0.0,70.25,6.0,1017.75,25.458333333333332,13.208333333333334,0.0,60.375,4.0,1017.5416666666666,22.833333333333332,5.25,0.0,75.125,5.625,1029.8333333333333,9,4000.0,15,49,10,57.66,1612.625,470.98,9.42,Clear,Blizzard,Light snow,1,gas,male,proactive,4,0,0
60.0,5.25,0.0,55.75,6.0,1016.0,34.375,9.25,0.0,74.75,6.0,1012.5416666666666,42.5,5.791666666666667,0.0,68.45833333333333,5.791666666666667,1014.1666666666666,11,10000.0,21,44,16,48.2,1696.125,158.59,3.17,Clear,Clear,Clear,1,Unknown,male,conservative,4,0,0
53.5,3.5,0.0,91.25,6.0,1015.25,22.083333333333332,7.125,0.0,67.70833333333333,5.75,1027.7083333333333,43.416666666666664,10.583333333333334,0.0,47.5,6.0,1025.1666666666667,10,3000.0,24,47,18,61.4,1828.9166666666667,817.86,16.36,Clear,Light snow,Partly cloudy,1,diesel,male,proactive,6,1,0
67.5,7.0,0.0,60.5,6.0,1018.75,13.041666666666666,11.75,0.0,39.458333333333336,6.0,1024.9166666666667,26.208333333333332,8.291666666666666,0.0,46.666666666666664,6.0,1028.2916666666667,11,3000.0,25,54,15,63.15,1891.9166666666667,286.8,5.74,Clear,Partly cloudy,Partly cloudy,1,diesel,male,proactive,5,0,1
54.0,13.25,0.05,91.25,4.5,1010.0,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,21.333333333333332,13.75,0.0,93.375,1.7916666666666667,1017.2083333333334,8,4000.0,23,46,7,59.36,348.1666666666667,667.09,13.34,Overcast,Heavy snow,Heavy snow,1,diesel,male,proactive,8,0,1
66.5,12.75,0.05,55.75,5.25,1009.5,56.833333333333336,5.875,0.0,93.20833333333333,3.2083333333333335,1017.5416666666666,45.041666666666664,2.4166666666666665,0.0,81.125,6.0,1021.2916666666666,9,6000.0,21,51,21,39.03,1382.375,761.25,15.22,Moderate rain,Cloudy,Clear,1,diesel,male,conservative,9,0,0
59.0,10.75,0.0,75.25,6.0,1014.75,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,18.5,9.0,0.0,81.125,6.0,1029.6666666666667,10,3000.0,24,57,10,45.88,1551.7916666666667,222.41,4.45,Clear,Overcast,Sunny,1,diesel,male,conservative,7,0,0
38.5,14.25,0.0,57.75,6.0,1018.75,-11.791666666666666,5.541666666666667,0.0,74.83333333333333,3.5416666666666665,1030.25,53.708333333333336,7.125,0.0,81.16666666666667,5.625,1021.375,10,3000.0,18,51,15,46.82,830.7916666666666,860.1,17.2,Overcast,Heavy snow,Overcast,1,gas,male,conservative,4,1,1
69.75,9.0,0.0,67.5,6.0,1016.25,44.416666666666664,18.291666666666668,0.0,75.95833333333333,4.625,1011.1666666666666,30.125,13.75,0.020833333333333332,91.79166666666667,4.0,1017.5,7,6000.0,26,47,13,60.76,1380.1666666666667,510.4,10.21,Patchy rain possible,Overcast,Moderate rain,1,diesel,male,proactive,8,0,0
65.5,10.75,0.05,68.25,5.25,1012.75,36.583333333333336,10.458333333333334,0.0,100.0,2.0833333333333335,1012.0,35.416666666666664,4.708333333333333,0.0,99.70833333333333,0.7083333333333334,1005.875,11,4000.0,17,55,25,63.96,629.0,314.05,6.28,Moderate or heavy rain shower,Light drizzle,Fog,1,gas,male,proactive,4,0,0
41.0,6.25,0.0,69.25,6.0,1017.25,48.875,5.875,0.008333333333333333,89.75,4.333333333333333,1014.2916666666666,30.5,7.916666666666667,0.0,90.375,5.375,1008.0,8,10000.0,15,50,14,59.89,1222.2916666666667,892.17,17.84,Clear,Light drizzle,Clear,1,gas,male,proactive,4,1,0
57.75,4.75,0.0,75.5,5.5,1017.0,36.708333333333336,13.416666666666666,0.03333333333333333,92.625,3.25,1005.2916666666666,42.958333333333336,12.208333333333334,0.0,53.791666666666664,6.0,1022.2083333333334,8,4000.0,22,44,1,45.86,1178.0833333333333,864.03,17.28,Clear,Moderate rain,Sunny,1,diesel,male,conservative,2,1,1
46.75,14.0,0.0,62.25,6.0,1015.0,26.208333333333332,7.708333333333333,0.0,42.0,6.0,1023.25,36.708333333333336,13.416666666666666,0.03333333333333333,92.625,3.25,1005.2916666666666,7,15000.0,22,37,3,61.74,1745.75,1158.38,23.17,Clear,Sunny,Moderate rain,1,diesel,male,proactive,2,1,1
67.5,5.5,0.0,81.5,4.75,1007.5,30.166666666666668,4.833333333333333,0.0,49.125,6.0,1018.9166666666666,81.33333333333333,9.458333333333334,0.0,19.125,6.0,1011.75,11,15000.0,19,49,6,61.76,1790.2916666666667,7507.1,150.14,Light rain shower,Partly cloudy,Clear,1,gas,female,proactive,7,1,0
57.0,8.25,0.0,88.75,6.0,1013.0,48.0,6.458333333333333,0.0,80.54166666666667,6.0,1018.25,44.25,8.0,0.0,65.04166666666667,5.458333333333333,1017.7916666666666,9,3000.0,21,54,15,50.93,1778.6666666666667,1539.6,30.79,Clear,Partly cloudy,Sunny,1,diesel,male,conservative,8,1,0
58.5,14.75,0.0,88.25,6.0,1019.75,34.541666666666664,7.875,0.008333333333333333,70.66666666666667,4.875,1021.2083333333334,25.0,17.5,0.012500000000000002,89.33333333333333,1.25,1017.7083333333334,6,10000.0,28,38,5,60.52,1318.25,887.59,17.75,Clear,Cloudy,Blizzard,0,diesel,male,proactive,4,1,1
53.75,13.25,0.0,76.75,6.0,1016.25,22.916666666666668,13.541666666666666,0.025000000000000005,91.91666666666667,0.7083333333333334,1006.75,13.625,18.458333333333332,0.008333333333333333,87.95833333333333,2.375,1013.25,7,15000.0,17,46,12,44.43,212.54166666666666,204.99,4.1,Sunny,Blizzard,Blizzard,1,gas,male,conservative,6,0,1
59.0,10.5,0.0,56.25,6.0,1013.75,28.666666666666668,7.541666666666667,0.0,56.375,6.0,1038.4166666666667,39.333333333333336,18.541666666666668,0.0,82.41666666666667,5.333333333333333,1011.2916666666666,9,3000.0,20,48,12,52.81,1775.8333333333333,1163.16,23.26,Clear,Sunny,Overcast,1,diesel,male,conservative,6,1,0
53.5,12.75,0.0,69.75,6.0,1012.0,49.333333333333336,9.5,0.03333333333333333,83.79166666666667,5.041666666666667,1005.7083333333334,22.791666666666668,8.291666666666666,0.0,33.333333333333336,6.0,1029.2083333333333,9,4000.0,22,57,21,49.47,1610.7916666666667,985.52,19.71,Clear,Moderate rain,Partly cloudy,0,diesel,male,conservative,9,1,1
50.25,10.75,0.05,88.75,5.0,1013.75,50.166666666666664,5.020833333333333,0.0,29.25,6.0,1025.9166666666667,24.166666666666668,13.041666666666666,0.0,91.54166666666667,4.708333333333333,1019.0416666666666,10,10000.0,25,48,14,45.35,1767.2916666666667,659.26,13.19,Clear,Sunny,Light rain,0,diesel,female,conservative,8,0,0
34.75,5.75,0.0,80.25,4.75,1009.5,13.041666666666666,11.75,0.0,39.458333333333336,6.0,1024.9166666666667,-10.416666666666666,5.666666666666667,0.0,76.20833333333333,3.7916666666666665,1030.2916666666667,6,15000.0,19,49,11,61.66,1891.9166666666667,882.21,17.64,Patchy heavy snow,Partly cloudy,Partly cloudy,1,gas,male,Unknown,6,1,1
59.5,6.5,0.0,80.25,6.0,1011.5,35.541666666666664,13.583333333333334,0.012500000000000002,75.29166666666667,3.75,1015.4583333333334,80.04166666666667,6.5,0.0,42.541666666666664,6.0,1011.7083333333334,9,20000.0,22,53,16,59.22,1307.875,9651.62,193.03,Clear,Moderate snow,Partly cloudy,1,gas,male,proactive,9,1,1
62.0,11.75,0.0,86.25,6.0,1007.25,6.5,9.083333333333334,0.0,44.125,6.0,1028.9583333333333,49.520833333333336,4.958333333333333,0.006250000000000001,48.395833333333336,5.916666666666667,1022.0833333333334,8,6000.0,21,54,18,42.25,1739.4166666666667,231.09,4.62,Overcast,Partly cloudy,Partly cloudy,1,diesel,male,conservative,7,0,0
62.75,8.5,0.0,74.0,6.0,1018.5,25.916666666666668,13.958333333333334,0.025000000000000005,93.70833333333333,2.0,1014.3333333333334,46.166666666666664,6.5,0.0,87.08333333333333,6.0,1017.375,5,4000.0,24,50,7,62.11,380.875,472.99,9.46,Sunny,Blizzard,Overcast,1,diesel,male,proactive,8,0,0
80.5,8.0,0.025,67.25,5.25,1013.0,32.5,4.0,0.0,93.79166666666667,3.4166666666666665,1023.8333333333334,24.541666666666668,6.75,0.0,91.625,4.333333333333333,1024.375,9,15000.0,19,52,26,39.16,958.1666666666666,268.65,5.37,Moderate or heavy rain shower,Overcast,Moderate snow,1,gas,male,conservative,9,0,1
49.0,3.75,0.0,68.25,6.0,1017.5,23.0,10.416666666666666,0.0,55.125,6.0,1031.0416666666667,35.541666666666664,13.583333333333334,0.012500000000000002,75.29166666666667,3.75,1015.4583333333334,10,15000.0,21,47,10,61.46,1832.5416666666667,1077.52,21.55,Clear,Partly cloudy,Moderate snow,1,diesel,male,proactive,8,1,0
67.5,9.5,0.0,60.5,6.0,1016.75,22.208333333333332,16.875,0.0,89.95833333333333,2.0833333333333335,1019.125,17.541666666666668,9.625,0.004166666666666667,86.54166666666667,3.7083333333333335,1021.7916666666666,10,10000.0,14,45,15,46.58,638.9166666666666,314.5,6.29,Partly cloudy,Blowing snow,Heavy snow,1,gas,male,conservative,5,0,0
58.0,4.0,0.0,69.75,5.75,1011.0,65.0,11.375,0.0,80.875,5.958333333333333,1014.2916666666666,42.166666666666664,12.458333333333334,0.0,75.58333333333333,5.375,1024.7916666666667,13,3000.0,16,41,10,50.52,1809.125,457.43,9.15,Clear,Partly cloudy,Overcast,1,gas,male,conservative,2,0,0
61.5,8.0,0.0,89.75,4.0,1013.25,25.375,6.458333333333333,0.0,79.375,6.0,1022.9583333333334,21.291666666666668,5.041666666666667,0.0,72.41666666666667,6.0,1021.625,9,4000.0,16,51,23,44.06,1783.75,6837.65,136.75,Mist,Partly cloudy,Sunny,1,gas,male,conservative,8,1,1
53.5,7.25,0.0,87.25,4.75,1012.75,43.416666666666664,10.583333333333334,0.0,47.5,6.0,1025.1666666666667,29.0,5.791666666666667,0.0,43.416666666666664,6.0,1030.3333333333333,9,6000.0,16,49,12,55.29,1692.375,450.7,9.01,Sunny,Partly cloudy,Clear,0,gas,male,proactive,6,0,0
70.25,8.0,0.0,62.75,6.0,1012.25,0.25,15.5,0.008333333333333333,90.66666666666667,4.958333333333333,1020.8333333333334,19.041666666666668,3.7083333333333335,0.0,74.25,5.791666666666667,1018.0,12,6000.0,27,49,16,49.47,1655.875,1000.1,20.0,Sunny,Light snow,Sunny,1,diesel,male,conservative,4,1,1
82.0,10.0,0.0,35.25,6.0,1011.5,18.916666666666668,10.375,0.004166666666666667,78.79166666666667,4.041666666666667,1024.3333333333333,22.791666666666668,6.375,0.0,48.5,6.0,1036.25,11,10000.0,24,45,11,58.21,981.5833333333334,618.34,12.37,Sunny,Heavy snow,Sunny,1,diesel,Unknown,proactive,4,0,0
48.75,7.75,0.0,69.75,3.5,1019.75,59.541666666666664,5.395833333333333,0.016666666666666666,83.14583333333333,5.1875,1013.8333333333334,30.5,7.916666666666667,0.0,90.375,5.375,1008.0,6,15000.0,21,48,11,57.9,1820.5833333333333,790.34,15.81,Clear,Moderate rain,Clear,1,diesel,male,proactive,4,0,0
54.0,9.0,0.0,81.0,3.5,1013.25,29.0,7.0,0.0,73.79166666666667,5.458333333333333,1022.0833333333334,27.125,10.5,0.0,82.375,6.0,1023.75,12,15000.0,21,47,7,39.22,1633.2083333333333,104.82,2.1,Mist,Light snow,Partly cloudy,0,gas,male,conservative,7,0,0
80.5,9.0,0.0,82.5,5.75,1010.25,27.791666666666668,5.541666666666667,0.0,91.79166666666667,3.375,1029.3333333333333,28.291666666666668,4.375,0.004166666666666667,92.0,3.3333333333333335,1028.75,11,20000.0,22,45,2,57.65,1091.625,21.39,0.43,Light rain shower,Moderate snow,Heavy snow,0,diesel,male,proactive,2,0,1
55.75,7.75,0.0,84.0,6.0,1017.25,59.541666666666664,5.395833333333333,0.016666666666666666,83.14583333333333,5.1875,1013.8333333333334,36.041666666666664,8.958333333333334,0.0,81.79166666666667,6.0,1008.5,8,3000.0,18,40,5,64.71,1815.92,575.68,11.51,Clear,Moderate rain,Clear,0,gas,male,Unknown,3,0,1
56.0,6.0,0.0,82.25,6.0,1018.0,13.083333333333334,11.916666666666666,0.02916666666666667,94.125,1.4583333333333333,1007.8333333333334,26.375,3.4583333333333335,0.0,67.08333333333333,5.958333333333333,1016.5416666666666,12,4000.0,27,46,14,40.5,351.25,419.75,8.4,Clear,Heavy snow,Sunny,1,diesel,male,conservative,6,0,0
68.5,7.75,0.0,35.25,6.0,1011.25,34.208333333333336,3.125,0.0,94.79166666666667,2.25,1019.9583333333334,56.833333333333336,5.875,0.0,93.20833333333333,3.2083333333333335,1017.5416666666666,8,4000.0,17,45,11,63.3,832.9166666666666,779.81,15.6,Clear,Fog,Cloudy,1,gas,male,proactive,5,0,0
36.0,8.0,0.0,84.25,3.5,1015.0,0.20833333333333334,6.583333333333333,0.0,90.83333333333333,3.9166666666666665,1025.9166666666667,18.875,12.75,0.0,80.41666666666667,2.7083333333333335,1015.75,12,10000.0,23,45,9,62.16,898.1666666666666,688.91,13.78,Clear,Heavy snow,Moderate snow,1,diesel,male,proactive,7,0,0
49.25,6.0,0.0,51.75,6.0,1022.0,37.083333333333336,1.3333333333333333,0.0,54.833333333333336,6.0,1029.0416666666667,23.0,10.083333333333334,0.0,66.70833333333333,6.0,1030.0833333333333,13,3000.0,27,43,16,61.17,1766.0416666666667,1489.75,29.8,Clear,Sunny,Cloudy,1,diesel,male,proactive,8,1,0
70.5,6.75,0.025,62.5,6.0,1011.25,24.0,8.541666666666666,0.012500000000000002,92.75,2.8333333333333335,1010.5416666666666,31.333333333333332,11.583333333333334,0.025000000000000005,92.16666666666667,2.0833333333333335,1004.5833333333334,12,15000.0,14,54,12,58.14,1036.1666666666667,295.81,5.92,Light rain,Overcast,Blizzard,0,gas,male,proactive,4,0,0
48.25,5.25,0.0,87.0,3.5,1022.5,55.208333333333336,8.25,0.0,49.708333333333336,6.0,1026.25,21.708333333333332,4.25,0.0,45.625,6.0,1030.8333333333333,11,10000.0,24,45,11,58.21,1748.3333333333333,867.28,17.35,Mist,Partly cloudy,Partly cloudy,1,diesel,Unknown,proactive,4,1,0
75.0,5.5,0.0,63.75,6.0,1014.0,6.916666666666667,11.166666666666666,0.025000000000000005,91.70833333333333,1.75,1012.1666666666666,26.375,3.4583333333333335,0.0,67.08333333333333,5.958333333333333,1016.5416666666666,8,4000.0,19,50,12,59.6,393.875,704.98,14.1,Light rain shower,Heavy snow,Sunny,1,gas,male,proactive,5,0,0
77.5,4.75,0.0,61.25,6.0,1014.75,30.458333333333332,5.958333333333333,0.0,94.70833333333333,2.625,1026.875,29.0,4.5,0.0,93.95833333333333,2.3333333333333335,1028.375,4,4000.0,17,58,20,61.25,575.0,60.43,1.21,Sunny,Heavy snow,Heavy snow,1,gas,male,proactive,9,0,1
85.5,14.75,0.0,71.75,6.0,1012.0,32.833333333333336,5.75,0.0,93.5,4.708333333333333,1024.0416666666667,23.083333333333332,5.75,0.0,54.083333333333336,6.0,1026.0833333333333,12,3000.0,23,36,4,59.21,1745.8333333333333,253.99,5.08,Clear,Moderate or heavy snow showers,Sunny,1,diesel,male,proactive,8,0,0
76.0,7.0,0.0,69.75,6.0,1009.0,49.791666666666664,8.25,0.0,93.0,6.0,1011.0416666666666,42.833333333333336,3.1666666666666665,0.0,87.95833333333333,6.0,1020.125,14,3000.0,16,47,12,60.66,1765.9166666666667,640.97,12.82,Clear,Cloudy,Clear,1,gas,male,proactive,8,0,0
49.0,10.5,0.0,93.5,5.5,1011.5,55.583333333333336,8.6875,0.0,71.35416666666667,5.6875,1018.4166666666666,34.791666666666664,8.208333333333334,0.0,57.166666666666664,6.0,1020.0833333333334,10,4000.0,17,49,15,59.01,1724.1666666666667,429.1,8.58,Clear,Sunny,Clear,0,gas,male,proactive,5,0,1
68.5,9.0,0.0,72.0,6.0,1010.25,45.25,14.791666666666666,0.0,67.91666666666667,4.125,1031.2916666666667,17.541666666666668,6.875,0.0,48.375,6.0,1042.875,7,3000.0,22,43,10,57.78,1098.4583333333333,795.73,15.91,Light rain shower,Overcast,Sunny,1,diesel,male,proactive,4,0,0
46.5,13.75,0.0,73.75,5.25,1011.5,67.16666666666667,6.416666666666667,0.03333333333333333,85.91666666666667,3.6666666666666665,1021.4583333333334,44.895833333333336,7.354166666666667,0.0,35.958333333333336,6.0,1024.9791666666667,12,10000.0,26,50,15,64.82,1252.1666666666667,1493.09,29.86,Cloudy,Moderate rain,Clear,1,diesel,male,Unknown,5,1,0
43.5,3.5,0.0,70.0,3.5,1013.5,28.25,4.916666666666667,0.0,89.41666666666667,5.625,1030.1666666666667,28.708333333333332,6.5,0.0,42.666666666666664,6.0,1029.3333333333333,7,6000.0,25,55,25,61.93,1822.3333333333333,882.21,17.64,Freezing fog,Light snow,Patchy light snow,0,diesel,male,proactive,7,1,0
72.0,8.75,0.0,49.5,5.5,1009.25,32.5,4.0,0.0,93.79166666666667,3.4166666666666665,1023.8333333333334,33.375,6.666666666666667,0.0,65.95833333333333,5.833333333333333,1015.625,6,15000.0,21,48,11,57.9,941.5,740.01,14.8,Sunny,Overcast,Partly cloudy,0,diesel,male,proactive,4,0,0
29.0,7.0,0.0,84.75,3.0,1019.0,75.70833333333333,6.583333333333333,0.0,70.16666666666667,6.0,1010.9166666666666,17.375,12.041666666666666,0.0,72.54166666666667,6.0,1030.0416666666667,12,4000.0,19,42,18,51.87,1819.5833333333333,1791.75,35.84,Freezing fog,Clear,Overcast,1,gas,male,conservative,4,1,0
49.0,6.0,0.0,74.5,6.0,1020.0,20.375,5.833333333333333,0.0,87.79166666666667,3.1666666666666665,1020.4166666666666,76.41666666666667,8.041666666666666,0.0,69.08333333333333,6.0,1013.5,8,10000.0,26,47,4,40.72,1046.8333333333333,1758.52,35.17,Clear,Moderate snow,Clear,0,diesel,male,conservative,7,1,1
56.0,10.0,0.0,74.5,5.75,1013.0,19.75,9.333333333333334,0.0,42.291666666666664,6.0,1040.5416666666667,22.916666666666668,5.75,0.0,37.166666666666664,6.0,1041.8333333333333,11,4000.0,19,42,9,43.5,1826.4166666666667,678.83,13.58,Sunny,Clear,Clear,1,gas,male,conservative,7,0,0
51.75,4.0,0.0,61.25,6.0,1022.5,32.583333333333336,10.291666666666666,0.0,50.666666666666664,6.0,1017.0,18.875,12.75,0.0,80.41666666666667,2.7083333333333335,1015.75,11,3000.0,18,46,13,64.48,1863.875,267.04,5.34,Clear,Clear,Moderate snow,1,diesel,male,proactive,6,0,0
59.0,9.75,0.0,93.0,3.5,1010.75,29.75,4.708333333333333,0.0,44.375,6.0,1024.2916666666667,-1.5,7.25,0.0,93.16666666666667,3.5,1022.5416666666666,10,3000.0,22,51,24,40.91,1854.5,1300.45,26.01,Light drizzle,Partly cloudy,Heavy snow,1,gas,male,conservative,4,1,1
46.5,9.5,0.0,71.0,6.0,1022.5,29.791666666666668,9.291666666666666,0.0,63.416666666666664,5.291666666666667,1021.25,11.083333333333334,9.583333333333334,0.0,70.125,6.0,1023.7916666666666,9,3000.0,23,50,4,48.14,1589.8333333333333,257.16,5.14,Sunny,Partly cloudy,Cloudy,1,diesel,male,conservative,3,0,1
47.25,7.0,0.0,70.25,6.0,1015.0,76.79166666666667,4.958333333333333,0.0,72.20833333333333,6.0,1012.8333333333334,23.875,6.458333333333333,0.0,62.916666666666664,6.0,1024.875,10,3000.0,16,39,6,63.96,1847.9583333333333,2046.16,40.92,Partly cloudy,Partly cloudy,Partly cloudy,0,gas,male,proactive,7,1,0
56.5,10.75,0.0,70.0,6.0,1012.25,52.583333333333336,13.541666666666666,0.020833333333333332,78.625,4.583333333333333,1019.375,23.041666666666668,6.166666666666667,0.0,33.625,6.0,1027.5,12,15000.0,22,53,22,48.77,1515.25,2512.99,50.26,Overcast,Clear,Overcast,1,diesel,male,conservative,7,1,0
43.0,5.25,0.0,69.0,6.0,1016.25,28.291666666666668,10.958333333333334,0.0,83.625,4.125,1010.125,-3.5416666666666665,5.0,0.0,84.5,6.0,1037.375,6,4000.0,23,44,11,62.89,1425.8333333333333,1452.11,29.04,Clear,Heavy snow,Sunny,1,diesel,male,proactive,4,1,0
63.5,7.75,0.025,60.5,5.25,1009.5,39.875,11.208333333333334,0.0,95.54166666666667,6.0,1016.625,56.833333333333336,5.875,0.0,93.20833333333333,3.2083333333333335,1017.5416666666666,10,15000.0,23,51,10,57.85,1742.9166666666667,557.55,11.15,Clear,Partly cloudy,Cloudy,1,diesel,male,proactive,4,0,1
76.25,13.5,0.0,52.0,6.0,1009.5,32.75,9.458333333333334,0.0,51.375,6.0,1017.0,-4.791666666666667,4.791666666666667,0.0,84.66666666666667,6.0,1025.7916666666667,10,6000.0,18,38,5,42.78,1749.125,910.01,18.2,Sunny,Clear,Clear,1,gas,male,conservative,3,1,1
67.75,7.0,0.0,77.75,6.0,1013.5,36.583333333333336,10.458333333333334,0.0,100.0,2.0833333333333335,1012.0,33.291666666666664,6.666666666666667,0.0,86.04166666666667,5.166666666666667,1020.0416666666666,11,3000.0,25,54,15,63.15,620.6666666666666,709.67,14.19,Clear,Light drizzle,Partly cloudy,0,diesel,male,proactive,5,0,1
38.0,12.25,0.0,54.25,6.0,1020.25,49.208333333333336,10.125,0.029166666666666664,69.29166666666667,5.083333333333333,1012.5416666666666,40.5,10.25,0.0,78.41666666666667,6.0,1021.3333333333334,10,4000.0,16,49,19,46.85,1737.25,477.91,9.56,Clear,Sunny,Overcast,1,gas,male,conservative,4,0,1
43.0,2.0,0.0,86.5,6.0,1021.75,49.333333333333336,9.5,0.03333333333333333,83.79166666666667,5.041666666666667,1005.7083333333334,27.458333333333332,9.166666666666666,0.0,58.875,5.75,1024.625,9,4000.0,23,48,17,56.82,1627.4583333333333,661.29,13.23,Clear,Moderate rain,Cloudy,1,diesel,male,proactive,4,0,0
71.75,9.75,0.025,88.0,5.0,1013.75,36.708333333333336,13.416666666666666,0.03333333333333333,92.625,3.25,1005.2916666666666,29.916666666666668,13.0,0.008333333333333333,82.08333333333333,1.0416666666666667,1010.625,9,6000.0,18,52,22,58.99,1153.0833333333333,385.22,7.7,Light rain shower,Moderate rain,Blizzard,0,gas,male,proactive,7,0,0
49.25,7.75,0.0,42.75,6.0,1019.5,-3.25,14.458333333333334,0.0,66.04166666666667,4.583333333333333,1022.3333333333334,-3.125,8.5,0.0,47.875,5.25,1032.2916666666667,9,15000.0,27,48,5,59.83,1627.7083333333333,470.26,9.41,Clear,Partly cloudy,Partly cloudy,0,diesel,Unknown,proactive,3,0,0
68.0,13.0,0.0,58.0,6.0,1014.0,-4.625,2.2916666666666665,0.0,83.875,6.0,1025.8333333333333,54.041666666666664,6.5,0.0,55.541666666666664,6.0,1026.375,12,20000.0,24,50,9,61.66,1800.0416666666667,1028.76,20.58,Cloudy,Cloudy,Clear,0,diesel,male,proactive,4,1,1
63.0,5.75,0.05,82.0,5.25,1016.25,23.0,10.416666666666666,0.0,55.125,6.0,1031.0416666666667,38.333333333333336,11.666666666666666,0.0,81.04166666666667,4.833333333333333,1021.5,12,10000.0,16,45,13,59.23,1807.5416666666667,745.32,14.91,Moderate rain,Partly cloudy,Overcast,0,gas,male,proactive,6,0,0
62.0,5.75,0.0,88.0,5.75,1008.25,46.875,6.166666666666667,0.008333333333333333,81.125,4.416666666666667,1009.4166666666666,30.833333333333332,11.333333333333334,0.004166666666666667,67.875,4.041666666666667,1009.4583333333334,13,4000.0,13,47,7,58.46,1824.25,2254.34,45.09,Light rain,Patchy light drizzle,Partly cloudy,0,gas,male,proactive,2,1,0
58.25,7.0,0.0,68.25,5.0,1011.75,44.333333333333336,3.5,0.0,77.33333333333333,6.0,1025.9583333333333,34.291666666666664,5.791666666666667,0.0,93.66666666666667,2.6666666666666665,1023.8333333333334,10,3000.0,18,51,15,46.82,1755.0,373.8,7.48,Patchy light rain with thunder,Sunny,Mist,0,gas,male,conservative,4,0,0
50.75,9.25,0.0,49.75,6.0,1021.5,31.208333333333332,13.583333333333334,0.0,53.166666666666664,5.333333333333333,1006.2083333333334,33.5,2.6666666666666665,0.008333333333333333,80.0,5.375,1014.625,9,3000.0,22,43,4,61.57,1554.875,740.01,14.8,Clear,Clear,Light rain shower,1,diesel,male,proactive,2,0,0
56.0,12.5,0.0,87.0,6.0,1014.75,36.041666666666664,8.333333333333334,0.0,24.5,6.0,1023.4166666666666,40.5,10.25,0.0,78.41666666666667,6.0,1021.3333333333334,11,6000.0,23,43,6,47.64,1768.875,1933.12,38.66,Clear,Sunny,Overcast,1,diesel,male,conservative,2,1,0
37.5,8.5,0.0,94.5,1.5,1018.5,23.0,10.083333333333334,0.0,66.70833333333333,6.0,1030.0833333333333,80.04166666666667,6.5,0.0,42.541666666666664,6.0,1011.7083333333334,12,15000.0,13,47,11,56.6,1787.5,8772.46,175.45,Heavy snow,Cloudy,Partly cloudy,0,gas,male,proactive,6,1,1
64.25,5.75,0.0,42.5,6.0,1011.25,40.416666666666664,6.583333333333333,0.0,53.75,6.0,1035.125,19.75,9.333333333333334,0.0,42.291666666666664,6.0,1040.5416666666667,8,15000.0,16,44,12,60.83,1843.75,779.81,15.6,Clear,Partly cloudy,Clear,0,gas,male,proactive,5,0,1
67.0,5.75,0.0,53.25,6.0,1016.25,56.833333333333336,5.875,0.0,93.20833333333333,3.2083333333333335,1017.5416666666666,44.375,11.25,0.0,97.0,6.0,1010.5833333333334,11,6000.0,18,48,23,63.37,1374.0416666666667,493.14,9.86,Clear,Cloudy,Overcast,1,Unknown,male,proactive,4,0,0
53.25,10.5,0.0,84.5,6.0,1015.75,38.166666666666664,6.416666666666667,0.02916666666666667,83.08333333333333,4.458333333333333,1017.5416666666666,17.75,14.625,0.0,44.0,6.0,1020.9166666666666,12,10000.0,22,47,14,58.78,1737.9583333333333,1386.89,27.74,Cloudy,Moderate rain,Clear,1,diesel,male,proactive,6,1,1
68.5,9.75,0.0,67.5,5.5,1015.0,9.041666666666666,7.875,0.0,87.625,4.625,1026.0,30.541666666666668,8.708333333333334,0.0,51.458333333333336,6.0,1028.6666666666667,11,10000.0,17,53,19,40.02,1246.2916666666667,501.17,10.02,Clear,Clear,Clear,1,gas,male,conservative,9,0,1
61.0,7.0,0.0,53.25,6.0,1014.5,13.666666666666666,12.583333333333334,0.0,59.208333333333336,6.0,1031.1666666666667,66.58333333333333,3.4166666666666665,0.0,63.666666666666664,6.0,1014.7083333333334,13,4000.0,20,51,17,41.51,1758.75,2787.59,55.75,Clear,Partly cloudy,Sunny,1,gas,male,conservative,8,1,0
69.0,3.0,0.0,67.25,6.0,1014.5,25.791666666666668,7.958333333333333,0.0,36.75,6.0,1038.2083333333333,33.958333333333336,11.083333333333334,0.004166666666666667,89.41666666666667,3.875,1012.2083333333334,9,6000.0,19,43,10,62.0,1848.8333333333333,945.4,18.91,Clear,Clear,Overcast,0,gas,male,proactive,8,1,0
51.0,9.5,0.0,83.25,5.5,1013.5,31.375,7.458333333333333,0.0,86.58333333333333,4.625,1015.0416666666666,28.25,10.375,0.0,83.75,5.125,1015.875,8,15000.0,13,53,26,61.97,1561.9166666666667,93.45,1.87,Clear,Light rain shower,Overcast,1,gas,male,proactive,6,0,0
